,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,brand
15,gp:AOqpTOGYhrnKx3svdiMwRp_1KgdUCostrK0sbzB5WJmQL5SC86bbuhbMqFS1XefDODVkSA99B-7vqWa5Vt-YLw,Adekunbi A,https://play-lh.googleusercontent.com/a-/AOh14GiRr6hr7TlmRsOG83PX0aSYjN7NOzm_svFGARgXDa4,App only works on some selected network. Not all. Never works on glo network. I don't know why. Kindly work on this,2,0,3.0.8,2021-10-02 17:06:27,,,com.abegapp
16,gp:AOqpTOHKtuW7CZDMlynLA6ijf2252jgDl8LUVMejiUnMo2g6WZnVzChnLVWWmefo2a0CQBG0b22amKr1Rq367Q,Confidence Onumabor,https://play-lh.googleusercontent.com/a-/AOh14GjB_SsMvm_h7wd4qMD6zYPsxSaRPy3Sf0jYLK-Y0w,Great User Interface. I love the abeg app,5,0,3.0.8,2021-10-02 14:41:09,,,com.abegapp
17,gp:AOqpTOGcnDIJo2BA9MHxnJ14okHh87ownhCCJKure7CwaErZbCHTFjA0sfYhIv6h9hfx1KXU5WwU5aYB4wSosQ,RITA DEMEORU,https://play-lh.googleusercontent.com/a/AATXAJx6c0P4eXyIl7mF3N0DStNiyFmqngz6BSo6qC6Y=mo,great app,3,0,3.0.8,2021-10-02 14:35:50,,,com.abegapp
18,gp:AOqpTOGH0tp7oAoyHDcoTn4XHkEuTj3Zj0QN50txOMvP1BsPtWkG9NoG0vzBbSE20ZBj7s8bDF7hq3cWtXkMlw,Pius Ogheneovo,https://play-lh.googleusercontent.com/a-/AOh14Gi8PiS2VDugHrtRde88_uT4MRxQhKY92XWtbyxO,Very Good,5,0,3.0.6,2021-10-02 13:44:32,,,com.abegapp
19,gp:AOqpTOFmdBBj3NB3UqJ_lNxnmMDF9SIbE-AfvIf1HouQqDzeTPU0LnYqoccJBsGJ0dhhIdMwa1dnIeDImw7n7Q,Oluwadamilare Oyinkansola,https://play-lh.googleusercontent.com/a/AATXAJwXZirMbZ_cuzcXBKqlj_YpqCekwdHLu8r4OtFS=mo,Been enjoying this app honestly But now i received 25000 Tried to withdraw 23000 from it The money left my abeg wallet But I've not been credited. Y abeg,3,0,3.0.7,2021-10-02 12:41:50,,,com.abegapp
20,gp:AOqpTOEODnahU0QipmXXDokeUOzfGpPmyB5zV35u2ZNobDOsYz7qEmy4-Av8sNHpLFRjuiKlJhoBirQXqcoQ0g,Sulaimon Biriowo,https://play-lh.googleusercontent.com/a/AATXAJyXYSYROspT9lOvj7hbWNwOsEFKGW2Y-eEWxqQ4=mo,Make someone happy with cash,5,0,,2021-10-02 12:38:16,,,com.abegapp
21,gp:AOqpTOFaX56ragdPBrYFDFeIUxaaHGm_bc4Bf9tt1tgANAK2WLBiUkZUMlNTIfZFjiNyCvlS_0zU0eMtgf4_Sg,Calistus Anthony,https://play-lh.googleusercontent.com/a/AATXAJx0gMQnUFhBu-i-Brpk5kiwPcZ_SeAcI7xEwkD-=mo,I love it,4,0,3.0.6,2021-10-02 11:16:40,,,com.abegapp
22,gp:AOqpTOHGHdx-TRaJ3VZAg8ViWI7W1ZzlZmcmIiojwGlShgGjiEkyTgtFeQUOwdt7GofWqNL2O3ePfFcqzogjCQ,Adeyemi Oluwadunsin Peter,https://play-lh.googleusercontent.com/a/AATXAJzdYej-FoipbFJCWDgYqFir3mQy3fpQCaN6ainJ=mo,fast and reliable,5,0,3.0.8,2021-10-02 10:51:35,,,com.abegapp
23,gp:AOqpTOG1HpMRErffJtgeCV9WTKRhHU18sPCeWEpiFPeXSyHwoPSKQbwpdQDL3ZhZoHcEG1DY_uv7HZ_FpsipGQ,James Akinade,https://play-lh.googleusercontent.com/a-/AOh14Ggt2Pl_-VJjtkn0ymx_womIqZUGWchW7DAjVSDf,A great app,5,0,3.0.8,2021-10-02 05:57:33,"Hi, thank you very much for your feedback.",2021-10-02 10:00:37,com.abegapp
24,gp:AOqpTOGVxCDU8W7EXnMS543JmHOtFgtTCNkmJ_RtnT1YxGpZTzCnGP29tC22-fLCM2DYxSwN09G2l948oh7cIg,Adebambo Oladele,https://play-lh.googleusercontent.com/a-/AOh14GgQNBxd84YJdqavCMEMQcLkK9ekwNB3jymfsSExCQ,Cool and easy to use ☺,4,0,3.0.8,2021-10-02 05:28:41,Thank you! 💜,2021-10-02 10:00:26,com.abegapp
25,gp:AOqpTOFDHESVO3HVlgqayvedEvP0N2yAdllGUIMB_NUf6GmFLiHiH3OZOHQaEN92FJ4jMbwGQwBIXNws8WwtnA,Abiodun Odubiyi,https://play-lh.googleusercontent.com/a-/AOh14GhvY-nli8ece3SyFCsIF4G3mXakKzezr487Tb_98mA,"I referred a friend and he did all the necessary registration, i sent him 100 naira and in return i was given(one) 1 naira instead of 500naira. You people don't do what you say. I'm so disappointed😠",1,0,3.0.6,2021-10-02 04:28:00,Hello 👋🏽 our sincere apologies. The bonus feature is temporarily disabled.,2021-10-02 09:59:20,com.abegapp
26,gp:AOqpTOHedftxFYFANRfQvSlzB-mgBHSbASUqIZPrlPNLPAhAwlBN4evOBcq8UXE1Jc1QOixNPWlgL2o-qsqIzA,Oluwaseyi Awe,https://play-lh.googleusercontent.com/a-/AOh14Ghsq04XIpTMr_M7Oe9QoRG35PXR1jnxR1d_Vy9AVw,nice app,5,0,3.0.8,2021-10-02 01:40:03,,,com.abegapp
27,gp:AOqpTOFVvBo6Iwgr2Bdf7duLSCJQ9KnFop8iS9pqMAN2lq3HveJPwjAK27ut-W2DrL1lJiAHNSsDZUOYVvUazw,Hilary Emmanuel,https://play-lh.googleusercontent.com/a/AATXAJzG05CUQ0zjNa0ZiKOLBmVc-UGcUAXfKJ__sl7b=mo,"The app is good, but Abeg developers, when will options for the quiz giveaway be in full for Android users. We hardly see the full options for those questions",3,0,3.0.8,2021-10-02 01:32:30,"Hello, thank you for your feedback. We’ll be sure to look into this. Thank you for trusting Abeg.",2021-10-02 10:00:03,com.abegapp
28,gp:AOqpTOGHujn_ntuREYkijmY0J6yyS48uQVGPf1_m33Zt0Md9HEokfR7Y_r_6YzazaDWQbqlZko7AR93U7ZqSBQ,Chibuzor Adigwe,https://play-lh.googleusercontent.com/a-/AOh14GiyA0Gf-b2Jmp8M1uLopAy13P8gx-RUY5aHfvNQFw,Rated it one because first use experience was terrible. Can't send cash to external banks? That's kinda useless then Tried setting up my account for withdrawal but it denied it saying account wasn't valid. That account that I used on other banking apps that day. If you're looking for a Bank app alt abeg ain't it.,1,0,3.0.8,2021-10-02 01:11:33,"Oh no! We sincerely apologize for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at hello@abeg.app. Thank you.",2021-10-02 09:58:29,com.abegapp
29,gp:AOqpTOH4J2QVlgA3qrtQ7VK5qrztT7O1bQcwpWPv1CKeGq9BEOexFt5sXo0K2p-H0L2iXAcVazmOJGS-hzPxSA,EMEKA IHEME,https://play-lh.googleusercontent.com/a/AATXAJy19e_9Wy9TrqCtjHLK3wywU8C54BXGIbUpJSM4=mo,interesting,3,0,3.0.8,2021-10-02 01:02:32,,,com.abegapp
30,gp:AOqpTOEc69zOs5n2WT4pU5V0DXYLLNR6foiICzKgAROuL1onUG_kIUCm5yOyTjBdOYoVUUtFAA_OL12_9gy24w,Efosa,https://play-lh.googleusercontent.com/a-/AOh14GjzJI6UbzlxZKO86SQBl5cxf_OtgaHziqAhIsoxDA,Complete stars 🤩 yeah But please include dark mode in the next update,5,0,3.0.8,2021-10-02 00:50:27,Hi 👋🏽 Thank you for taking out the time to send us your suggestions!,2021-10-02 09:57:57,com.abegapp
31,gp:AOqpTOHWaA11mZ1ERVTgS5eX240lL2VTRYw1gqjNEHc4Tuw0ReAGueqNUnJC6l2rRIiUVS0MOeunmr5H7wA_cw,yekeen babatunde,https://play-lh.googleusercontent.com/a-/AOh14GhcTtlDbC7eScBJb9XypsvNno02T4CLKfqWOtpT,one of the best app,5,0,3.0.8,2021-10-02 00:37:49,,,com.abegapp
32,gp:AOqpTOFohA22yj_PbgGxpVwstQhEOH8pT5nkwPz582D3La8ofe5xTTJgj2h6Ev7t0SNpDsm5N5Z-8KXiPVIQ-A,Boluwaji Olaoluwa,https://play-lh.googleusercontent.com/a/AATXAJyC9jIM9SfH_cj19lxJXgORipxSGAuVt9CIDzry=mo,good,5,0,3.0.8,2021-10-02 00:02:20,,,com.abegapp
33,gp:AOqpTOGHD9sVyr7hk8y96WgVbUI06FPqSqVDU7EHC-Ur564craMEnZUb60iJ7sS8UOHygOMVzg0_me6c6x0PgQ,CentConcept,https://play-lh.googleusercontent.com/a-/AOh14GjWN82OlHeO2s6SR89ymXzmBbgI_KyhKVKgzrhtbRA,love it,5,0,3.0.8,2021-10-01 23:57:54,,,com.abegapp
34,gp:AOqpTOE4wj0hHfW_CbMWVgMz9B27zUuF6J0ZM-rjDiwmdqJkdwdiGr0WWDyo8N44EPKvbRfxjt9IIpzxB58eng,Obiezeadi kingsley,https://play-lh.googleusercontent.com/a-/AOh14Gh4mstsKcq7XPJDZvOtfdHLRzGdhogRpqvKVBRSLQ,I love this app,5,0,3.0.8,2021-10-01 23:17:35,"Thanks for your love. If you have any questions, please contact us at hello@abeg.app.",2021-10-02 09:57:09,com.abegapp
35,gp:AOqpTOHe7XtjieaPGtz4_vfZ97YS6w_0zQ3uVg4539GkIRjiS-NmajFQTsKxL0_YGE1vn9curqYySnPnN0IGKg,Oluwasegun Osibajo,https://play-lh.googleusercontent.com/a-/AOh14Gi7KeWSfq31HZ6gtHeP6C8j3-r_K11LjOxNhJe_,Great app to use,5,0,3.0.8,2021-10-01 23:13:54,"Hi, thank you very much for your feedback.",2021-10-02 09:56:50,com.abegapp
36,gp:AOqpTOGtXJQne6rE9YDq8dkuDsRN5zaYKI3-83o1wq2xD_OkuktmqUyVTK-YeHrjEUeAw52hvIdGEpj39qFAog,Samuel Oyekoya,https://play-lh.googleusercontent.com/a/AATXAJzPXqsbzkwjKuq1pL3KSMVBvI7f5YaPUj6Cv9pl=mo,Cool Payment App,4,0,3.0.8,2021-10-01 23:11:12,,,com.abegapp
37,gp:AOqpTOG1-hCTshd30i7jWhmElFNzmaBbGHBNrQJ7E5UvfU07YFanD0flc015GpCXqNfwOyZkhtEWV_vedTncHA,Rejoice Adeoye,https://play-lh.googleusercontent.com/a-/AOh14GiKr8vZB1T7Sdx4PqdpP5P1DLT_6rEMN8slFEuCOg,its a cool app,4,0,3.0.7,2021-10-01 22:56:09,,,com.abegapp
38,gp:AOqpTOEXLdLL6hMKVGQX5itGLN44wpayYO8DRMtiZFfkQhbL9rG4hqtxtvKbxRTgqyHUxc04lU8uBu860sKc0Q,eyo Favour,https://play-lh.googleusercontent.com/a-/AOh14GhXFAKYBN4TULFW98IwaStXHbTiK3U70SrBdv3ndg,love,5,0,3.0.8,2021-10-01 22:37:07,,,com.abegapp
39,gp:AOqpTOGxJuClX4HP8aqBYiPT_JpDur4SEc121orMEddT29fpx9fRmcGi6HfUDqlVdzdor67YkGQ68fGtubsxhQ,Young Kizzy,https://play-lh.googleusercontent.com/a/AATXAJzgSuWLteLWRNlPonJ90fCIR9HTXlvv5mK8yQ2J=mo,Why can't abeg be used by other countries?,2,0,,2021-10-01 21:48:35,Hello 👋🏽 sorry but Abeg only works in Nigeria for now.,2021-10-02 09:54:57,com.abegapp
40,gp:AOqpTOGmZ6bsAsdYn6x0JFg67VBtb0kEK3F42VyKF0nlyqYKUvvngn_sCakMoSIxY0le0mFECc1VEmgWYrpPlg,Paul hamman,https://play-lh.googleusercontent.com/a/AATXAJwPB8GVGQWZ_0dOvY5x3dp7W0bItqG0xqG7T2Fu=mo,Such a great app,1,0,3.0.8,2021-10-01 21:40:40,,,com.abegapp
41,gp:AOqpTOHMq4E253-Isw41wKICftVhbh2fGGoAjkxFVpraLQU5_ad7u8PQJLA8n5ZzOOuAxp_Jr7RT64HXyqmYVA,Korede Jimoh,https://play-lh.googleusercontent.com/a-/AOh14GgWkgAYP4Aw-nVUJMycF1znZ8DncO3SpA4495Hl2MM,"swift and fast. Also thanks for the #1,960",5,0,3.0.8,2021-10-01 21:13:49,Thank you for trusting Abeg 💜,2021-10-02 09:56:36,com.abegapp
42,gp:AOqpTOEiRHYXm-agvdrOUe0jX0YK_-UVJDUJSjzL--Ni7XdO3wdjz8pJ1_MbUjWDTF4VDuj3qt219sm9d21wCg,Abiola Ibrahim,https://play-lh.googleusercontent.com/a/AATXAJwFjVu6NowDFE_0SbCw7FSW1wML4qr4WQSy57Do=mo,What I can say about this app is I don't like the way abeg do the giveaway how could someone join the giveaway early and yet will not win anything this is the way you people should do this app let assume someone created a giveaway for 300people once the 300 have join so far nobody can join anymore and the total number of people that join should be automatically credited not picking up Randomly is unfair waking up early to join giveaway and successful join and yet to get the money is not good,1,0,3.0.8,2021-10-01 20:46:36,Hello 👋🏽 thanks for your valuable feedback. We’ll look into this.,2021-10-02 09:56:16,com.abegapp
43,gp:AOqpTOH9OUK1B_SiZADBxLmK7Ydab7ooSOTZ60a0uIsWILtnDOfkm_OjvIr9-AOZgObgMBVsaQ0T4YtZVx6qMQ,lo,https://play-lh.googleusercontent.com/a-/AOh14GgLBsNSIvnyWkIa4CLN9MYbTdVDFC0kNa-inwx-,"After inputing my sign up details, the app keeps loading for hours and hours, please fix this with immediate effect.",1,0,3.0.8,2021-10-01 20:33:54,Hi. Apologies for the inconvenience. You may need to install a VPN or connect to a WiFi to access the Abeg app.,2021-10-02 09:53:46,com.abegapp
44,gp:AOqpTOFni2Y0fgzYF6mdVfbqjMoUYGtZI1fLTngsGJepOvcmo9_ZfBkv6uPEmY059vFLTnhTDUNWCVVzjj7xjw,Yaseer Musa,https://play-lh.googleusercontent.com/a/AATXAJyEzng9ZHDULXMHQ21PJFI9Bg4XOwCFGz_66ePN=mo,Bad,1,0,3.0.7,2021-10-01 20:21:39,"Hi, what problem did you face in the app? Please write to us at hello@abeg.app. We will try to help you immediately.",2021-10-02 09:53:19,com.abegapp
45,gp:AOqpTOF64pS_itF7jR9bm57DwjXGGCZKf0q7ddRko824bBRiiTFWUufOdUtMpta_KnzpFY9zWamZfMFfYr6A8Q,Kelechi Ude,https://play-lh.googleusercontent.com/a-/AOh14GiYLsV0qM-R4O1xCUEWjX-DTzkfwC0V7FR3eecXaA,wonderful interface and easy to use,4,0,3.0.8,2021-10-01 19:36:45,,,com.abegapp
46,gp:AOqpTOFqK5z7u9d-zW1zWSQlbE4zb1dKS_IRBIJXGWcn7KL_XmHrL__cZASuiDVZ_lVjKly-l2eyvGF0DUpFow,VICTOR PAUL,https://play-lh.googleusercontent.com/a-/AOh14GipTgo7HoGWufiSiVMKWOIXkGMJbyixBNFa5Jgp,best,3,0,3.0.8,2021-10-01 16:52:18,,,com.abegapp
47,gp:AOqpTOG_40EioWDpDXYn6TQyHUXLBohipHKv1l_jlFcpEeuzT-FbsTtB-ODASGz_PXCB65MJCBKHz3aGXcBQgg,Clinton Onyema,https://play-lh.googleusercontent.com/a-/AOh14Gi9Sppo-tX8FI0M7ODbKDBH-4C570HlZ5sR4T6K,if its like this you're the best app I swear,5,0,3.0.8,2021-10-01 14:44:12,,,com.abegapp
48,gp:AOqpTOEYW5E8D_UqVLde59eB8qCkLZ2-_HajcBs4D01as53kFRuKLQKvIfcQiVyVaO4UHFrkKSn5nAlZfAc79g,lamina ifeoluwa,https://play-lh.googleusercontent.com/a-/AOh14GivLIFNNTGzMGXjCoxHvdrk8uYoxha48csR-yqtjQ,"I can't login, I created a profile via piggy vest and downloaded this app and I entered my password, said not correct.. I even changed it and tried again! Same thing.. This is bad for newbies like me.. I could just lose interest",2,0,3.0.8,2021-10-01 14:26:03,"Hi, we'd be happy to see what happened with your account. Please contact us at hello@abeg.app.",2021-10-02 09:52:54,com.abegapp
49,gp:AOqpTOGcP0HHLEKd5SV_JecpWiQ-JHGldScsdltxUkYcOU-mTxjzTBm6qJipUdrVn4ce-2KUFz9T_ttumpU-RQ,Samuel Sule,https://play-lh.googleusercontent.com/a-/AOh14GjA71NwIxDWIqlYXlxBsHah8LrL3Q2Ol6dPe3kN,Great App for spreading love to people,5,0,3.0.8,2021-10-01 13:37:01,,,com.abegapp
50,gp:AOqpTOF5cYRABJ_wifUfArc3kNr6EGnuiudiHAJBnNP0CnQqEJY6hYpryNFCECHAk6SJEbrJxr-FzJm5EHiDRQ,Olawale Oluwaseun,https://play-lh.googleusercontent.com/a-/AOh14Gjhp98yAlP1N6Y4tzlfmsGjHUKPi9xmaErnQwkhxw,Great,5,0,3.0.8,2021-10-01 13:13:48,,,com.abegapp
51,gp:AOqpTOGzvxFh08138cKoakMpi73jg4qawqV81ag2PCoHecv4Pl0fq_FizmGcM_im7mCqYb7IoXl5YOdGDX0rOw,chichetaramu nnenna,https://play-lh.googleusercontent.com/a/AATXAJzkqgFqm2YqvL6OZkNbZwv2TTE3BIbSmA2mVV6b=mo,App gimme joy 🔥🔥,5,0,3.0.7,2021-10-01 10:47:04,Thank you! 💜,2021-10-02 09:54:05,com.abegapp
52,gp:AOqpTOE3bGwqq-vzDnIa2IjiQzVBSYs0jhprVoQ-A082obC5Sl5n2xid2Pv9xm3eUC2B14CiL7ofibpcPmn9DQ,Zahraddeen Abubakar,https://play-lh.googleusercontent.com/a-/AOh14Gg07vJ_hiQfrI-L5jIngwsh_paAPYu9VQ5pdh283Q,Thanks for accepting my complaint am very much grateful for your concerned,5,0,3.0.8,2021-10-01 10:11:50,Thank you for trusting Abeg 💜,2021-10-01 10:17:03,com.abegapp
53,gp:AOqpTOEjGy2eNY_EacEVXQ0-c5HACS4gqfFTd22sMLmSYPXnzLAVA73EdPKaNDhHf17Lb_vw_RgZx7reNvbGCA,Corpo _Ethereal,https://play-lh.googleusercontent.com/a/AATXAJxvurDLv85--FuvxIP1d9WqTUnGZCn__ZNTyWgY=mo,"The one star is only for the nice UI, that's all. The UX behind this is terrible and frustrating. From ""no Internet connection"" in a place with full WiFi bars, to ""select bank"" (and no banks on the selection list) just a blank selection box. And you can't exit that page, have to close the entire app and open it. Sent some money from my PiggyVest and even though I've gotten the debit alert from Piggy, there's nothing on Abeg. If you can, abeg avoid this app.",1,2,3.0.8,2021-10-01 00:54:16,We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at hello@abeg.app for further assistance.,2021-10-01 10:16:38,com.abegapp
54,gp:AOqpTOE60sVB93OYZtTrqru91PKIy3JgYO4AVgc1D0l8HPwevo8R_hHpUmoUvF0ZfXRyNUIZ_zGiJlEm1YD37Q,Amadi Chinedu,https://play-lh.googleusercontent.com/a/AATXAJyR4mN-4oCddM2JC5Pvn38CzVDgJqqhAZJvIZqX=mo,"Ehhn, it's a good app, I like it shaa",4,0,3.0.8,2021-10-01 00:48:29,,,com.abegapp
55,gp:AOqpTOF4PWVhtax4RzCLp0NgD7Krrs2XMC8fqWcTB0R7Bh-gQmXm3mHOVv8GnIoqeLJNWmy1h2le8LsVuQ1xjQ,Olanrewaju Samuel,https://play-lh.googleusercontent.com/a-/AOh14GgrJzQZRudYYNXcQz83UdfDQJJ-UXD_EuNP9AbY,So good,5,0,3.0.8,2021-10-01 00:47:51,,,com.abegapp
56,gp:AOqpTOEZnJ43ZDm9ihY32jjdg6sTyvjRk1YIeDtnseVzlI-zWACq7Hpjs9NH2nRA5K_pgSkn5297mqibwnI_hw,Adefunke Sarah,https://play-lh.googleusercontent.com/a/AATXAJyMRQx6q7OJLTTsrpK0Cgk2Xly4Jn2i6tMJ6sHH=mo,I tried to create an account but it's keeps loading without creating,1,0,3.0.8,2021-09-30 20:11:59,Hi. Apologies for the inconvenience. You may need to install a VPN or connect to a WiFi to access the Abeg app.,2021-10-01 10:15:26,com.abegapp
57,gp:AOqpTOHgdO575LQPD7XsFweedl_qjpDmpCgyJYtsLWm1xVWG9xHGZF9Lt_lk3R2wBlDNF-HxhHYwBiHKvXgUXQ,Faith Omotoso,https://play-lh.googleusercontent.com/a/AATXAJw93kafmeefQi5N56-H-cT3Z0lTh8g0RVSUmNE3=mo,This app is 🗑🚮 I forgot my password and I tried after putting a new password and you people banned me 😒🙄.,2,0,,2021-09-30 18:22:58,"Hi, we'd love to help you. Please write to hello@abeg.app and our team will help resolve your issue quickly.",2021-10-01 10:14:51,com.abegapp
58,gp:AOqpTOG16yumQUfG1QmLxCSP7qWV42BKerISIfPbOb4I3LbvXn8LM-H4gdFsgWNggVOquVA01_qFFCd9XYEcmg,Odofin Adedapo,https://play-lh.googleusercontent.com/a/AATXAJwW4JUYhWLQHG7F8txdpHaaV4h8ufjsLYGo_p3y=mo,it annoying,1,0,3.0.8,2021-09-30 18:06:11,"Hello, we are sorry to hear that. What problems did you face on the app? Please reach out to us via hello@abeg.app",2021-10-01 10:14:31,com.abegapp
