,isEdited,title,date,userName,review,rating,developerResponse,brand,index,id,body,modified
15,False,Bad,2021-09-07 09:09:03,izthemight,"Signed up here last week and funded the account immediately, ever since I have not been able to withdraw a penny, instead you went further to restrict my account for what reason your contact centre are not telling till date, please I need my money",1,,abeg,12,20216122.0,"Hello, we apologize for this. Please send us your concern at hi@flutterwavego.com along with the screenshot of the error you receive. This will be handled with utmost priority.
",2021-01-06T10:44:27Z
16,False,Best of al,2021-07-26 20:41:28,Westjrnnn,"If you haven’t download yet you are missing a lot 
Easy to send money and giveaway going on is massive",5,"{'id': 24290244, 'body': ""Thank you for your review, Please recommend our app to your friends and don't forget to make someone happy with cash 💜"", 'modified': '2021-08-03T12:58:58Z'}",abeg,13,24290244.0,"Thank you for your review, Please recommend our app to your friends and don't forget to make someone happy with cash 💜",2021-08-03T12:58:58Z
17,False,Best of al,2021-07-26 20:41:28,Westjrnnn,"If you haven’t download yet you are missing a lot 
Easy to send money and giveaway going on is massive",5,"{'id': 24290244, 'body': ""Thank you for your review, Please recommend our app to your friends and don't forget to make someone happy with cash 💜"", 'modified': '2021-08-03T12:58:58Z'}",abeg,13,12600372.0,"Hi ShahzaibA, we regret the inconvenience this has caused you and would love to take a look at the issue reported. We reviewed your transactions and observed that transactions on certain sites were declined. Kindly note that acceptance of the payment method used by a customer on a merchant site is solely dependent on the merchant as some merchant will decline transactions based on your IP address or attempts from a virtual prepaid card. However, should the merchant accept payments via PayPal, we recommend that you create a PayPal account (U.S. account), link your card and proceed with your transactions. Thank you for your understanding.  ",2019-12-26T19:26:59Z
18,False,DO NOT USE! These people steal your money!!,2021-07-29 11:39:33,😡neveragain,There’s no way to withdraw your money from these people. They’ll run around in circles and won’t actually ever send the money to your account when you try to withdraw. Slow and apathetic customer service when you complain. DO NOT USE THIS APP!!!,1,"{'id': 24290146, 'body': 'Hello, We are glad to inform you that the issue with withdrawals has been sorted out. Please uninstall the app and try again. If you still have more enquiries, please send an email to hello@abeg.app', 'modified': '2021-08-03T12:54:24Z'}",abeg,14,24290146.0,"Hello, We are glad to inform you that the issue with withdrawals has been sorted out. Please uninstall the app and try again. If you still have more enquiries, please send an email to hello@abeg.app",2021-08-03T12:54:24Z
19,False,DO NOT USE! These people steal your money!!,2021-07-29 11:39:33,😡neveragain,There’s no way to withdraw your money from these people. They’ll run around in circles and won’t actually ever send the money to your account when you try to withdraw. Slow and apathetic customer service when you complain. DO NOT USE THIS APP!!!,1,"{'id': 24290146, 'body': 'Hello, We are glad to inform you that the issue with withdrawals has been sorted out. Please uninstall the app and try again. If you still have more enquiries, please send an email to hello@abeg.app', 'modified': '2021-08-03T12:54:24Z'}",abeg,14,19883382.0,"Hi, can you please send us your account details along with the screenshot of the problem to hi@flutterwavego.com so that we can help you. Thank you for using our app.
",2020-12-20T23:10:23Z
20,False,Network,2021-08-14 14:29:23,BigPreeq,The app keeps showing network error. Check your internet and try again whereas I have try using different kinds of networks,2,,abeg,15,15725226.0,"We apologize for the difficulties you experienced while using our mobile app. If you would like some assistance or additional information, please contact us via hi@flutterwavego.com and we will be happy to help you further. 

We look forward to your response.

Thank you,",2020-06-02T11:18:01Z
21,False,Log in issues,2021-08-10 10:03:04,gerry vibez,"You guys should try to inprove the log in issue 
I have been try to log in into my account since morning but still i have not been able to log in and am just a new user 🤔",1,,abeg,16,,,
22,False,Not too good,2021-08-19 08:40:11,a/carman,"I decide to try the app out despite all the negative review ive read ,i downloaded it and added money and decided to try a transaction out by buying recharge card na so i make attemp , money just disappear into thin air , no means to report self",1,,abeg,17,24400762.0,"Hi, We are truly sorry for all the trouble caused and would like to chat with you with regards to your experience with us. Can you provide us your customer ID at hi@flutterwavego.com so that we can reach out? Thank you.",2021-08-09T12:47:45Z
23,False,Failure,2021-08-15 16:39:56,fe_rah001,"I used my abeg access account number to receive an amount of 120,000 since last week Thursday from Patricia and I did get my money, I did not see that access account on my abeg profile again why??",1,,abeg,18,,,
24,False,Worst app ever,2021-08-10 19:28:15,luvlygold,"This was a total mistake , I actually downloaded and put money in the account ,i used the money to recharge my phone a day after and the airtime was not credited till now, money gone no airtime to  show for it ,I have never felt so scammed",1,,abeg,19,16626202.0,"Hello Juliet, we will like to look into this. do you mind sharing details with us via email(hi@flutterwavego.com)? Thank you.",2020-07-14T16:22:07Z
25,False,Otp wahala,2021-08-23 16:37:17,Zeezbahby,Have not been able to get otp since when she said I should verify with my bvn pls how can i rectify this issue.,3,,abeg,20,20216129.0,"Hello, we are very sorry to hear that you are not satisfied with the service. Please write to hi@flutterwavego.com and we will be happy to assist further.
",2021-01-06T10:44:53Z
26,False,Frustrating!,2021-07-26 22:23:23,femflexi,"I’ve tried to verify with my bank on the app but it doesn’t choose access bank only access diamond but says error 
If I choose Bvn to verify it sends otp but expires in less than 5 secs of delivery 
I’m start to suspect foul play here oo",1,,abeg,21,8475270.0,"Hello Engiye, we appreciate your feedback and we would  to interact with you and investigate this issue further, kindly share with us your contact information to enable us speak with you or send a mail to hi@flutterwavego.com and a customer success representative would get in touch with you.",2019-05-02T10:20:18Z
27,False,BVN,2021-09-14 06:38:25,martchuddy,Good morning. I just downloaded the app. How safe is it that I have to put in my BVN? Thanks.,4,,abeg,22,12300538.0,"Hello Ayodeji. We will like to assist with this, share details with us via email (Hi@flutterwavego.com) to enable us further advise. ",2019-12-09T19:16:34Z
28,False,It,2021-08-21 09:51:25,warees bby,I can’t sign up on my iPhone it bring something went wrong with my connection when my connection is good,2,,abeg,23,12891781.0,"Hi, we are sorry that you're having issues with the app. Can you write to us at hi@flutterwavego.com. Kindly include a description of the issue you are facing, your IOS version, and your app version. We will investigate immediately & solve the issue",2020-01-13T18:56:58Z
29,False,Having issue with loading airtime (Got ripped),2021-08-12 09:30:35,Able guyX12,"I was trying to load airtime from my Abeg balance and unfortunately I was debit but I didn’t got the airtime and this is 4th time 

I haven’t load airtime successfully for once",1,,abeg,24,8475234.0,"Hi Tobteks_, we appreciate your feedback, please be informed that the option to generate card statement within the application would be made available soon. However there is an option available for the transfer of funds between cards and the same login can be used on the application and the website. For further assistance kindly share with us your contact information or send a mail to hi@flutterwavego.com.",2019-05-02T10:17:41Z
30,False,Scam⚠️⚠️,2021-04-11 11:26:49,Huncho4reva,"Don’t download, I withdraw to my bank and it’s not processed successful and they claim it’s successful, I contact my back no such transactions found, I contact Abeg on Instagram, Twitter I even mail them all I get was a silent treatment, don’t use don’t download, they are scam ⚠️⚠️⚠️⚠️⚠️⚠️⚠️",1,"{'id': 24290793, 'body': 'Hello, We apologise for the inconvenience you experienced while trying to withdraw. If you are still experiencing this issue, please send and email to hello@abeg.app and our support team will gladly help out.', 'modified': '2021-08-03T13:21:52Z'}",abeg,25,24290793.0,"Hello, We apologise for the inconvenience you experienced while trying to withdraw. If you are still experiencing this issue, please send and email to hello@abeg.app and our support team will gladly help out.",2021-08-03T13:21:52Z
31,False,Unable to withdraw,2021-08-25 08:52:04,guibbylekan,Please I have been trying to withdraw my money from the app but I’m unable to it keeps reversing I have uninstalled the app and tried several times but to no avail,1,,abeg,26,,,
32,False,Confused,2021-08-01 19:00:16,Farihaan,"What’s going on, a lot of people are complaining that the app is not well,and you guys are spending a lot of money on your advertisements.I can’t afford to loose my money, I need a response",1,"{'id': 24289672, 'body': 'Hello, we sincerely apologise for any inconvenience. Please send a mail to hello@abeg.app and our support team will be ready to help you. ', 'modified': '2021-08-03T12:37:38Z'}",abeg,27,24289672.0,"Hello, we sincerely apologise for any inconvenience. Please send a mail to hello@abeg.app and our support team will be ready to help you. ",2021-08-03T12:37:38Z
33,False,Confused,2021-08-01 19:00:16,Farihaan,"What’s going on, a lot of people are complaining that the app is not well,and you guys are spending a lot of money on your advertisements.I can’t afford to loose my money, I need a response",1,"{'id': 24289672, 'body': 'Hello, we sincerely apologise for any inconvenience. Please send a mail to hello@abeg.app and our support team will be ready to help you. ', 'modified': '2021-08-03T12:37:38Z'}",abeg,27,17675846.0,"We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at hi@flutterwavego.com.

",2020-09-03T15:18:33Z
34,False,Unable to Sign up,2021-08-15 10:23:04,it's Bae_U,I use an iPhone 6. I have tried signing up severally even using different service providers. Still won’t let me. How do I go about it,1,,abeg,28,8475661.0,"Hi Yog143, thank you so much for the great feedback! our aim at Getbarter is to provide our customers with quality experience and ease in processing their transactions as fast as possible as well as providing the quality value everyone deserves. Feel free to explore the application for the other amazing services we offer!",2019-05-02T10:49:45Z
35,False,Unable to withdraw,2021-09-16 00:49:27,Slimberryekun,"People are unable to withdraw or even buy airtime , the money will keep bouncing back to your account. Wft",2,,abeg,29,25183217.0,"Hi, we apologise for the inconvenience this experience may have caused you. Please contact us at hi@flutterwavego.com so that we can resolve your issue.",2021-09-18T20:36:44Z
36,False,Error,2021-08-14 11:53:16,anony1998,This app is trash you people should not start something you can’t finish can’t even register an account,1,,abeg,30,10396753.0,"We regret the inconvenience you had to face. For better assistance please share your information with us on hi@flutterwavego.com We would be happy to assist you.

",2019-08-28T11:39:36Z
37,False,Airtime,2021-08-17 16:21:15,sobsongold,"Can someone tell me why I recharged and haven’t seen it for more than 24 hours 
Thus ya really insane !.",2,,abeg,31,17538855.0,I am very sorry to hear that you are not satisfied. Please write to hi@flutterwavego.com and we will be happy to assist further.,2020-08-27T12:31:32Z
38,False,Malfunctioning,2021-08-01 23:36:42,Azeez56,While I was trying to login back after creating my account the app was just malfunctioning and displaying error ...,1,"{'id': 24289547, 'body': 'Hello, we apologise for the inconvenience, please uninstall the app and try again, thank you!', 'modified': '2021-08-03T12:32:32Z'}",abeg,32,24289547.0,"Hello, we apologise for the inconvenience, please uninstall the app and try again, thank you!",2021-08-03T12:32:32Z
39,False,Withdrawal issues,2021-09-04 11:15:26,rikkadononi,I’m having issues withdrawing my money what’s wrong it’s been three days and it’s really frustrating,1,,abeg,33,,,
40,False,Unable to sign up,2021-08-11 17:10:37,bxsii,I haven’t been able to sign up after downloading the app!,1,,abeg,34,8465691.0,"Hi BigChiefXXX, thank you for the amazing feedback! We are so happy you’ve received quality experience while using our application! The aim of GetBarter is to make life easier and provide people with the best transaction value they deserve and we are so glad to have given you this experience. Please feel free to contact us hi@flutterwavego.com, if you have any inquiries. Thank you.",2019-05-01T20:14:28Z
41,False,Good Security,2021-08-03 04:40:46,Marshall321,We need Face ID on the app pls and more 👍👍👍,5,,abeg,35,24400812.0,"Hi, we are sorry that you're having issues with the app. Can you write to us at hi@flutterwavego.com? Kindly include a description of the issue you are facing. We will investigate immediately & solve the issue.",2021-08-09T12:49:27Z
42,False,It isn’t international???,2021-08-01 16:11:32,Success Chideraa,"Tried so many times inputting my Cameroonian number cus I’m in Cameroon but it doesn’t accept it😕☹️☹️
I’d probably add the stars when this is fixed.",1,"{'id': 24289742, 'body': 'Hello, thank you for your interest in using Abeg, however we are only available in Nigeria for now.', 'modified': '2021-08-03T12:41:06Z'}",abeg,36,24289742.0,"Hello, thank you for your interest in using Abeg, however we are only available in Nigeria for now.",2021-08-03T12:41:06Z
43,False,Most stupid app ever,2021-08-12 08:02:30,King Ush,"This is the most stupid app I have ever download, cant withdraw your money. I purchase airtime up till now I can’t get it. Pls don’t download it",1,,abeg,37,16067649.0,With every new app version we are introducing new features and improving existing ones. We are sure that your feedback will only help us improve further.,2020-06-18T09:30:27Z
44,False,Crashes,2021-08-01 11:58:39,DadeD4D3,The app keeps crashing every time I’m trying to do anything. Please fix up,1,"{'id': 24289845, 'body': 'Hello, We are glad to inform you that this issue  has been sorted out. If you have more enquiries, please send an email to hello@abeg.app', 'modified': '2021-08-03T12:44:36Z'}",abeg,38,24289845.0,"Hello, We are glad to inform you that this issue  has been sorted out. If you have more enquiries, please send an email to hello@abeg.app",2021-08-03T12:44:36Z
45,False,Crashes,2021-08-01 11:58:39,DadeD4D3,The app keeps crashing every time I’m trying to do anything. Please fix up,1,"{'id': 24289845, 'body': 'Hello, We are glad to inform you that this issue  has been sorted out. If you have more enquiries, please send an email to hello@abeg.app', 'modified': '2021-08-03T12:44:36Z'}",abeg,38,8465705.0,"Hi Summer, thank you for the great feedback! We are glad that we have provided you with easy and quality experience! The aim of GetBarter is to make transactions simpler and stress free and we are so happy you have experienced this. Please feel free to contact us at hi@flutterwavego.com, if you have any inquiries. Thank you.",2019-05-01T20:15:29Z
46,False,Features,2021-09-05 12:22:34,Mike_X4,I can’t buy airtime with the app most features aren’t even working,1,,abeg,39,24622304.0,"Hello, we would like to chat with you as regards this inquiry, please send us a dm at hi@flutterwavego.com",2021-08-20T13:27:03Z
47,False,Code,2021-09-09 05:46:00,dika$96,After i put in my details it don’t not sure the option to put the OTP CODE,3,,abeg,40,23283394.0,"Hello, we highly regret the inconvenience. Please contact our support team via hi@flutterwavego.com so we can resolve the issue. Thank you",2021-06-09T09:10:39Z
48,False,Unable to verify,2021-07-30 20:07:41,Dorkyolorin,I can’t verify my account it keeps saying it has the wrong bvn Data please what can I do help me out,1,"{'id': 24290036, 'body': 'Hello, we will love to help you resolve this, Please send an email to hello@abeg.app stating your issue and we will help out immediately.', 'modified': '2021-08-03T12:50:33Z'}",abeg,41,24290036.0,"Hello, we will love to help you resolve this, Please send an email to hello@abeg.app stating your issue and we will help out immediately.",2021-08-03T12:50:33Z
49,False,I have not seen alert,2021-09-05 06:57:55,shantel ziva,I withdrew  my money yesterday night n I have not seen alert till now y,1,,abeg,42,14392566.0,"Hi, please email us a screenshot of the error you are facing along with your mobile number at hi@flutterwavego.com so we can look into this for you. We apologize for any inconvenience.",2020-04-01T15:25:25Z
50,False,Bvn,2021-08-21 08:08:31,ubbbbffhv,Why is it sending otp to a different number instead on my own personal number for my bvn verification?,1,,abeg,43,21440370.0,"Hello, Thank you for sharing this, we are deeply sorry for the inconvenience this must have caused you, do you mind sharing your phone type with us via hi@flutterwavego.com? we will appreciate this greatly.",2021-03-04T07:16:27Z
51,False,Too bad I can’t make payment,2021-08-11 16:43:28,timmy gramm,They don’t allow someone to make payment,1,,abeg,44,,,
52,False,Hi,2021-09-12 08:59:24,rotimi11111111,"How is it possible i got two account number 
One for wema bank and one for vfb
What’s going on",2,,abeg,45,,,
53,False,Rubbish👿,2021-09-03 11:49:58,wtf🎧🎧🎧🎧🎧,Some sent money to my Abeg account since Tuesday night and it doesn’t show up on my Abeg account😡😡,1,,abeg,46,8474877.0,"Hi Jarvis, we would like to assist you further and provide you with an excellent experience, kindly share with us your contact information or send a mail to hi@flutterwavego.com and a customer success representative would get in touch with you. We look forward to speaking with you and giving you a better experience.",2019-05-02T09:53:32Z
54,False,Withdrawal issue 😡😡,2021-08-17 16:08:14,carbonsam4,"I initiated withdrawal of #2200 since two days ago, and I’m yet to get credited, hope I don’t just get scammed",1,,abeg,47,20751746.0,"Hi, we are sorry that you're having issues with the app. Can you write to us at hi@flutterwavego.com. Please include a description of the issue you are facing, your IOS version, and your app version. We will investigate immediately & solve the issue.",2021-01-30T21:59:31Z
55,False,Abeg is a scam don’t download it,2021-08-26 05:11:09,@DavidO,Abeg is a scam app don’t download it,4,,abeg,48,21181259.0,"Hi, can you please send us your account details along with the screenshot of the problem to hi@flutterwavego.com so that we can help you. Thank you for using our app.
",2021-02-20T11:50:12Z
56,False,Unable to verify,2021-08-04 13:33:34,Turheeb,I tried clicking verify with bvn it’s not selecting and I can’t proceed,2,,abeg,49,8475008.0,"Hello Holahola111, thank you for your feedback, we would love to interact with you and investigate this issue further, in order for us to do this kindly share with us your contact information to enable us speak with you or send a mail to hi@flutterwavego.com.",2019-05-02T10:02:02Z
57,False,Not reliable,2021-08-31 06:33:01,hlktdvnkuu,My 3k gone missing with you,1,,abeg,50,24671745.0,"Hi, we apologize for the difficulties you are experiencing. Please send us your ticket id so we can look into the issue, this will be handled with utmost priority.",2021-08-23T15:57:58Z
58,False,Error,2021-08-03 11:27:00,my name is kojokok,"The proceed and close buttons are entangled so I can’t proceed with registration 
Abeg fix this so please can enjoy the app",1,"{'id': 24290102, 'body': 'Hello, We are glad to inform you that the issue with registration has been sorted out. Please uninstall the app and try again. If you still have more enquiries, please send an email to hello@abeg.app', 'modified': '2021-08-03T12:53:06Z'}",abeg,51,24290102.0,"Hello, We are glad to inform you that the issue with registration has been sorted out. Please uninstall the app and try again. If you still have more enquiries, please send an email to hello@abeg.app",2021-08-03T12:53:06Z
59,False,Error,2021-08-03 11:27:00,my name is kojokok,"The proceed and close buttons are entangled so I can’t proceed with registration 
Abeg fix this so please can enjoy the app",1,"{'id': 24290102, 'body': 'Hello, We are glad to inform you that the issue with registration has been sorted out. Please uninstall the app and try again. If you still have more enquiries, please send an email to hello@abeg.app', 'modified': '2021-08-03T12:53:06Z'}",abeg,51,22852245.0,"Hello, we are deeply sorry for the trouble, could you please confirm that everything is fine now, if no, please send us a message via (hi@flutterwavego.com) for further review. Thank you.",2021-05-17T12:41:57Z
60,False,Correction,2021-08-13 10:08:55,Crown👑Starz,Two factor security is supposed to be programmed in the app to avoid an unknown operation on someone's account,1,,abeg,52,25035406.0,"Hi, we are sorry that you're having issues with the app. Please contact us at hi@flutterwavego.com so that we can address your concern.
",2021-09-11T04:23:56Z
61,False,I can’t create a security why,2021-08-02 01:07:41,HON.QDOT,I can’t create a security why,1,"{'id': 24289435, 'body': ""Hello, we'd love to help you. Please send an email to hello@abeg.app and our team will help resolve your issue quickly.\n\n"", 'modified': '2021-08-03T12:26:58Z'}",abeg,53,24289435.0,"Hello, we'd love to help you. Please send an email to hello@abeg.app and our team will help resolve your issue quickly.

",2021-08-03T12:26:58Z
62,False,I can’t create a security why,2021-08-02 01:07:41,HON.QDOT,I can’t create a security why,1,"{'id': 24289435, 'body': ""Hello, we'd love to help you. Please send an email to hello@abeg.app and our team will help resolve your issue quickly.\n\n"", 'modified': '2021-08-03T12:26:58Z'}",abeg,53,8474941.0,"Hello Fez111, we appreciate your feedback and we would love to give you and your company the credible experience our application offers, in order for us to do this kindly share with us your contact information or send a mail to hi@flutterwavego.com and a customer success representative would get in touch with you.",2019-05-02T09:57:58Z
63,False,SCAM ALERT,2021-04-26 21:39:43,Mykel cee,This app is a scam after you fund your wallet there is no way you can withdraw your fund,1,"{'id': 24290300, 'body': 'Hello, We are glad to inform you that the issue with withdrawals has been sorted out. Please uninstall the app and try again. If you still have more questions, please send an email to hello@abeg.app', 'modified': '2021-08-03T13:00:45Z'}",abeg,54,24290300.0,"Hello, We are glad to inform you that the issue with withdrawals has been sorted out. Please uninstall the app and try again. If you still have more questions, please send an email to hello@abeg.app",2021-08-03T13:00:45Z
64,False,Unable to work,2021-08-21 06:31:19,motor132,"Please abeg I cant signup on the abeg app on my iPhone, kindly attend to this.",1,,abeg,55,22852333.0,"Hello,

Thank you for sharing, could you please share the error message received to enable us further advice?",2021-05-17T12:45:25Z
65,False,Abeg ni joor,2021-10-01 19:37:54,babypee20,Kudos to you guys,4,,abeg,56,,,
66,False,I love it,2021-08-08 18:57:17,Etzoptimum,It’s d best,4,,abeg,57,19883376.0,"Hi, please email us a screenshot of the error you are facing along with your mobile number at hi@flutterwavego.com so we can look into this for you. We apologise for any inconvenience.
",2020-12-20T23:10:00Z
67,False,Disappeared money,2021-08-13 15:46:41,Affluent7394,Theif!!!! That's what you guys are!!!!!!,1,,abeg,58,13860917.0,"Hello, we are so sorry for this error, could you please share with us your Barter email address via email to hi@flutterwavego.com to ensure we look into this and resolve immediately.",2020-03-04T23:15:16Z
68,False,Unimpressed,2021-08-23 22:11:01,she_argr,I’ve been trying to send an OTP to my registered number so I can verify my BVN. But the app has refused to send the code. This is not how Cashapp does o.,1,,abeg,59,,,
69,False,Complain,2021-08-04 19:12:38,blackmanoluwatobi,Hi I’m having issues with getting code for my OTP either it comes after 10 minutes or it won’t even show up at all if I try to click on resend that also don’t work please what going on and you know without that I can’t do anything right,4,,abeg,60,24400742.0,"Hi, thank you very much for your feedback.",2021-08-09T12:46:54Z
70,False,Scammers,2021-08-12 15:17:04,tinobillz,"There are scammer and not registered by CBN , I  and my friend bought card of #13000 and don’t got the card on our phone 

Beware 🙏🏾🏴‍☠️",1,,abeg,61,8474907.0,"Hi Easylyfe! we appreciate your feedback, currently this feature is not available,for  further assistance or inquires, kindly share with us your contact information or send a mail to hi@flutterwavego.com and a customer success representative would get in touch with you.",2019-05-02T09:55:33Z
71,False,Registration,2021-08-04 20:16:30,Demmy OG,I am trying to register but didn’t get code,5,,abeg,62,8475466.0,"Hello B07ade, thank you for the amazing feedback,  we would also like to assist you further regarding this difficulty you've encountered, in order for us to do this kindly share with us your contact information to enable us speak with you or send a mail to hi@flutterwavego.com and a customer success representative would get in touch with you.",2019-05-02T10:34:26Z
72,False,Verification issue and trust issue,2021-08-04 20:12:44,OLB YRN,"I tried verifying with my bvn many times and I don’t receive any code after putting my bvn 
I don’t understand this app

I was even thinking of trying the app because I watched big brother tv show and I saw the app and it caught my attention 
Now I’m having difficulties in linking my bvn to verify",1,,abeg,63,21396048.0,"Hi, please email us a screenshot of the error you are facing along with your mobile number at hi@flutterwavego.com so we can look into this for you. We apologize for any inconvenience.",2021-03-02T11:53:08Z
